,real,synth_00,synth_01,synth_02,synth_03,synth_04,synth_05,synth_06,synth_07,synth_08,synth_09,synth_10,synth_11,synth_12,synth_13,synth_14,synth_15,synth_16,synth_17,synth_18,synth_19,synth_20,synth_21,synth_22,synth_23,synth_24
0,0.0005185521399985529,-0.0037055607,0.00038062307,-0.00567019,0.0008564857,0.014560871,-0.003869902,0.0069406168,0.003549351,0.019805828,0.0010622523,-0.0015452622,0.0012267649,-0.006007668,-0.0047992286,-0.004554035,-0.00065251946,0.0006854071,-0.005846797,0.012089855,0.001572192,0.00026592126,-0.0061699674,-0.0056914557,0.0007110711,0.017204382
1,0.00028992122981624124,0.0001655134,-0.0018268514,0.006330071,0.0075700455,0.00088872365,0.00045339324,0.00020652745,-0.0061289137,0.000991128,0.00065583165,-0.0003738921,0.0010018391,-0.0030012426,-0.002782787,-0.0038407817,0.0014149668,0.0001423712,0.0008326407,0.0011281611,-0.005740067,0.004215419,0.00010554495,0.010829031,0.009341999,0.012572314
2,0.0003118482281572071,-0.0002706794,-0.0060280627,-0.0055603785,0.0004658598,0.004058123,0.001325056,-0.0026379814,0.001132089,-0.0011277524,-0.00199235,-0.0051969117,0.0014123812,0.00074865937,0.00023515793,0.0012083084,-0.006085055,-0.006153933,1.3861888e-05,0.001025459,0.0012480472,-0.004049782,-0.0057123923,0.0014050647,0.0013147269,0.0008670939
3,-0.00035801917019518434,-0.00619761,0.0006434303,0.0008565757,0.000768875,0.0009212673,-0.006189539,0.0014310188,0.0068589416,0.020046212,-0.006185889,0.022829682,0.00265542,-0.006191918,0.0009668446,0.002373105,0.0012975107,-0.002682817,0.016965875,-0.001937928,0.023849167,0.026953379,0.0037808376,0.0033068475,0.010389257,0.0052044955
4,-0.22501096548900523,-0.0022379584,0.00075545534,0.009837396,-0.0055137,0.0061737853,0.0134809315,-0.00015320277,0.0004670442,0.0011770409,0.0004093263,0.0011786954,0.017109841,0.021237094,0.034674294,-0.0034287611,0.0005928385,-0.00080334087,0.00080938183,0.02137177,0.026905784,-0.0013284115,-0.00019694437,0.00098806,-0.00538411,-0.0007380585
5,0.0,0.0014366738,-0.0029013911,0.0006734489,0.0005995906,-0.00091922574,0.0014233447,0.00089300773,0.0010799277,-0.0061634984,-0.0030054883,0.021800838,0.00074446865,0.000540382,-0.001548396,-0.0020003824,0.0199769,0.0009824963,0.0027193374,0.021123284,-0.0052854307,0.027005654,-0.005136513,0.0019920927,0.010676676,-0.0043679224
6,-0.00035801917019518434,-0.0047834744,0.001096244,0.0012578664,0.027711945,0.0011619546,-0.0062072705,-0.0012432873,0.0024288937,0.01269072,0.001344708,0.0013304143,-0.004326329,0.000847952,0.0010415271,0.008063711,0.0014011313,-0.00442462,-0.0005461966,0.0005141492,-0.002889929,0.01942526,0.00116315,0.02630748,0.0027676953,0.03249875
7,-0.0006786709416071975,0.003608345,0.0013660989,-0.00019811661,0.011687754,0.022845192,0.00049802614,-0.0016356391,0.0013657503,0.0014197091,0.0010060517,-0.003704006,0.033697512,0.017484223,0.0011641213,0.001101899,0.010047193,0.016493434,0.0012020962,0.00035054694,0.00082922075,0.0070136446,0.0003037552,0.0041078106,0.0008281234,-0.00030484018
8,-0.001263431852397443,0.0012166344,0.0011287774,0.009692264,-0.0035229803,0.009145369,0.011017314,-0.00607339,-0.0002120889,-0.006193166,1.1126186e-05,-0.0027433173,0.016368687,-0.0024093727,0.0012966073,0.0008488485,0.006154282,0.00019774449,-0.005257184,0.0012298399,0.0011193345,0.0006333159,-0.005670407,0.00075077545,0.00030655428,-0.00433006
9,0.0003024728723414499,0.0005921987,-0.005604801,0.0013907284,0.0012771606,0.001315732,0.0005539153,0.0003696139,-0.00019742057,0.00050690945,-0.0055729193,-0.0007647485,-0.0054695243,0.014458372,-0.0059748963,0.0013523255,-0.0045446185,-0.005865455,0.0006782453,-0.005951247,0.00095297676,0.0055634594,-0.005075586,-0.0026332012,0.010417235,0.006441847
10,0.15548490284039496,0.01831111,0.0077486406,0.0012345486,0.010440524,-0.00036935616,0.0006530192,-0.006191711,-0.0043150196,0.00778213,0.016755585,0.00067070674,-0.0032125951,0.022482319,-0.006184218,0.0012045538,0.00042960016,0.034529768,0.035513617,-0.0060979137,-0.005375542,-0.0044799,0.00025339183,0.00097565295,1.195809e-05,-0.000103183476
11,0.0,0.001348953,0.00036717128,-0.0059296396,0.020244993,0.0006452885,-0.0035388854,0.031116745,0.03005365,0.00043978557,0.014283212,0.00035194823,-0.00031995648,0.0014143912,-0.005132543,0.0017580539,0.00058096554,0.00081963476,-0.005604958,0.0068750563,0.0013370754,0.013890513,0.016458847,-0.003987272,0.00015179676,-0.005725209
12,0.0003024728723414499,-0.0002885435,0.016395438,0.0014038081,0.00045728454,-0.005559526,0.006045031,-0.0053735985,0.021646349,0.027130427,0.007447845,-0.0038403445,-0.004439027,0.001340253,9.238512e-06,0.00064872985,0.0010187415,0.013738653,0.0008634017,0.014053716,-0.00551992,0.018993499,0.04545591,0.00039869375,-0.0005836478,0.0011502546
13,0.0019607184481784034,-0.0038797827,0.006357566,0.0010791246,-0.0007095047,-0.0003184109,0.001371389,0.030664222,-0.0057694423,-0.005498916,0.00040879034,0.0054302257,-0.0022265795,0.00050029636,0.0013834201,0.009533438,0.0004756408,-0.006170072,-0.0054820618,0.0038243667,-0.001472316,-0.00024007933,-0.004846655,-0.005019782,0.016140029,0.018970814
14,0.001599871857360995,0.0125286095,0.012657966,-0.004322085,0.0014682864,-0.0039159483,0.00482432,0.0045273295,0.011413759,0.00092668564,0.0064995973,0.0004829307,-0.0006015711,0.007098532,0.00075397384,-0.0028148186,0.021127969,0.00013101977,-0.00047980825,0.0011695006,0.021249441,0.0011253459,0.012017652,-0.003672278,0.0014358801,-0.006196137
15,0.0014678539592443366,0.0049065715,0.00015945351,-0.00048426088,0.00030623996,0.006988008,0.00027471516,0.0013347736,-0.0039858287,0.0003904618,-0.002972696,-7.8713674e-05,-0.002739755,0.0014146692,-0.0047669844,0.0010364562,-0.0012086743,0.021989549,0.013234887,0.00019279742,0.0012260773,-0.00019552137,-0.0015509032,-0.002198377,-0.0050114132,0.0010365704
16,0.11332868530700327,-0.0046487926,0.0006567483,0.00054163334,-0.0016238943,0.0011269774,0.025557697,0.020212127,-2.4567451e-05,0.0044515193,0.0116030015,0.00025972867,-0.0039496482,-0.00016095446,-0.0026256149,-0.0011110482,-0.0061197607,-0.0030558754,0.0012436144,0.0004510279,0.0093868235,0.00053857046,0.0006021983,0.0008201839,-0.0005467092,0.00065597356
17,0.0,0.010185157,0.00062194373,0.023392837,-0.0048658233,0.001319746,0.0004709943,0.004695353,-0.0045952406,-0.00202952,-0.0039057436,3.3767163e-05,-0.004180891,0.0033810548,0.0031384109,-0.0009989158,-0.005012166,0.0009900412,0.0013239668,0.005474596,0.0010961518,0.0011820381,0.0012613314,-0.0018150772,0.0012548964,-0.0017380747
